PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
3.126877067569717,1.7496746546769955,1.0444970403668006,1.2680147536626554,-0.26106222959570174,-0.6471812260228029,1.3190564349905374,1.4909185030841472,0.9383962736276535,0.1724981676760723,-0.09294797610471624,0.16966488819536807,-0.17762988059137408,-0.6696014475578194,-0.7391185720334023,0.3765051384964782,-0.1793962783366859,0.010477024600014904,1.4485011972910509,-0.7489131631138559
-6.2671970971106905,1.1842419952222005,-0.9104382762430747,3.2454820112826583,-0.8921337237799039,-0.5378190669991744,-0.041468122103320564,-0.20240545226081863,0.06052911336446253,0.3297066317982479,-1.5393261869719475,0.128144328641578,-0.3973477741823978,-1.2191051009775253,-1.4651904644741298,0.5642341731018812,-1.40783036909206,1.4529303218410132,1.7910256269030866,-0.37533295014480905
1.0894637338619,0.7493235842102942,-4.7961320154717555,-3.9494028385648337,2.2159191963147045,2.229796979013467,0.7077406449597244,1.003576083664887,0.2550946141757484,-0.43286133392846915,0.018015670014044072,-1.012409213142393,-0.635783734829715,-1.174086480517244,2.0908560790402286,-0.028273415884928505,0.6580213165161749,-0.24616953427885382,-0.14925276033169288,0.19630974864927772
2.1245263901813396,1.243411762456276,-3.2747890828210102,-1.0973208021853131,1.7895435939248918,-1.7052082903853385,0.4555333491313507,-0.4208637188569817,-0.8756538500934264,-0.5025391766900996,0.8964268073060457,0.3667181831105795,0.13479254847468997,0.22052197832280318,-1.037576283115353,0.14737141150598765,-0.06885800534493823,-0.10570916414494265,-0.47780820443563427,-0.6741437924474107
-0.20297452428490462,-1.4428381616361385,1.2289403211859418,0.2046686785071555,-0.6558223888353393,-0.23475195617120043,0.7865357678218846,0.7084991713424915,0.05797957241132053,0.4566699898362723,0.6577404618703695,0.5560540145828549,-0.527541739118619,1.2728625523377373,0.6506782702119044,-0.42251549202351285,0.42723413393152776,0.6702048469442802,-0.877576850955498,-2.543815407821201
-1.952608308535541,-2.4879513160139686,-0.4338447877984838,-0.7215186978684786,-0.8928646755883636,0.4968281098359223,-0.7610575433041803,-1.0088883551589216,-1.6786456061201662,-0.9672370707486689,0.7953421364377182,0.18019464941457208,0.7293179179465713,-1.4106373931739147,-2.245051612087711,0.7651842174104129,0.29698447028685493,-0.38387080418978253,-2.273111051909382,2.071451194701336
-2.193933479671855,-3.894623715664046,6.656074648995571,-1.1993080815978,4.618073862068772,1.328396772961442,-1.5303482847033645,-0.41968967225416337,-3.656932374895196,1.5042982671375085,-0.11599901939500722,1.7076599195763276,-1.7304764861822661,-0.332427702280011,0.17599143202223375,0.3119018085903349,-0.03761272033050993,-0.3204607391301051,0.1495227240277312,0.2749058505287163
2.6913804189089188,1.056868628628869,-2.7646878624916527,-1.6233024803487717,2.5249562345713783,-1.9597087940545819,-0.14028184922128178,-1.1435753469358254,0.5472630145522157,-0.2122848276180185,0.7046925654096293,1.5309452076670569,-1.867796783099849,3.6052466104184324,2.0522789938190416,-1.4102556050173427,0.1926803311350599,0.87519356411381,0.3822751368019483,-0.8142703949285631
-1.8393812050093559,-2.864963118030996,0.8239908395548625,-0.0680257390469279,-1.5979034416820797,-0.4435378964956872,0.7625815634471776,0.4647646852982324,0.7513186337437132,-0.19291015676265955,0.660061666246188,0.569170769168151,-1.2397512331460288,0.15389098945411236,-0.09892130774252528,0.019759143925708357,-0.0770063085381312,-0.4291154923059944,0.286831917832855,-0.16252457955550162
-7.956750859498003,2.222252173783213,-2.4699925284383335,6.893979075865486,0.9427939945074354,0.8749386677881498,0.04070970642648491,-0.1301050171945597,-0.2990346733795785,0.5354543009377589,-0.6862972437774592,-0.648208427059421,0.5596520631479723,-0.7221725580817595,-0.11149333027366848,-0.32894498125878363,0.31835103762330846,-0.6754140675416234,0.7478782871280503,-0.16417384108564206
