Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Target
0.04420895034760089,0.3529411764705882,0.9725490196078431,2.823771964430451e-05,2.823771964430451e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1639344262295082,0.0,0.5420038636244975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07846068423525392,0.016304347826086956,0.6059782608695652,0.055740052850290184,0.29972867801022907,0.016304347826086956,0.9999996040032741,0.9259259259259259,0.14359369667462318,0.3001429033274503,0.09074671644505901,1.0,0.9999999999999999,0
0.015036551400199794,0.3529411764705882,0.25098039215686274,1.25458792012491e-06,1.25458792012491e-06,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.20474077168067664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.015303463887583819,0.016304347826086956,0.02880434782608696,0.02169408320393375,0.011981370969272351,0.023301630434782606,4.2486962294931084e-13,0.3333333333333333,0.06524898132310797,0.011972144648865275,0.00015990575175139725,0.9,0.1539408866995074,0
0.0010152459923228065,1.0,0.25098039215686274,0.02654832001540723,0.02654832001540723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.020117029000982358,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.0,0.005434782608695652,0.49964935805799354,0.6296296296296297,0.018203447829525127,0.0,0.0,0.0,0.5769704433497537,2
0.0042204340774569075,0.3529411764705882,0.25098039215686274,8.686499122643324e-05,8.686499122643324e-05,0.0,0.0,0.0,0.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.018478567326267424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05266518600777346,0.03407608695652173,0.1244157608695652,0.05434510208472704,0.053583372898544486,0.060733695652173916,0.4995974853839556,0.6296296296296297,0.12327853331476957,0.05350046288157243,0.00853684604484128,0.45,0.5769704433497537,3
5.4960685298678245e-06,0.3529411764705882,0.25098039215686274,7.229525397734848e-06,7.229525397734848e-06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.018338529249954154,0.00010442228371534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03515141160893521,0.008152173913043476,0.010869565217391308,0.009969487508628885,0.0024885466901834936,0.008152173913043476,0.9996508624442642,0.9259259259259259,0.032321580812843614,0.0024862454732227693,6.315846302844121e-06,1.0,0.9999999999999999,4
1.0992137059735649e-05,0.3529411764705882,0.25098039215686274,6.251944103997071e-07,6.251944103997071e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.021910904198522187,0.008152173913043476,0.008152173913043476,0.008152173913043476,0.0,0.008152173913043476,0.49977323745029156,0.6296296296296297,0.02675745474821037,0.0,0.0,0.0,0.5769704433497537,1
1.0992137059735649e-05,0.3529411764705882,0.25098039215686274,7.806631982895081e-07,7.806631982895081e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.021910904198522187,0.008152173913043476,0.008152173913043476,0.008152173913043476,0.0,0.008152173913043476,0.49962388017802106,0.6296296296296297,0.02675745474821037,0.0,0.0,0.0,0.5769704433497537,2
0.0,0.058823529411764705,0.25098039215686274,0.07503842999563815,0.07503842999563815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0165292786059027,0.0,0.0,0.0,0.0,0.0,0.4997778435385915,0.6296296296296297,5.551115123125783e-17,0.0,0.0,0.0,0.5769704433497537,1
0.0,0.058823529411764705,0.25098039215686274,4.215089260328547e-06,4.215089260328547e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0165292786059027,0.0,0.0,0.0,0.0,0.0,0.49977714368998616,0.6296296296296297,5.551115123125783e-17,0.0,0.0,0.0,0.5769704433497537,1
1.1399253247133266e-05,0.3529411764705882,0.18705882352941178,8.105997512438585e-06,8.105997512438585e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639344262295082,0.018338529249954154,0.00010442228371534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.011318498270191773,0.010869565217391308,0.010869565217391308,0.010869565217391308,0.0,0.010869565217391308,4.30497035173805e-14,0.3333333333333333,0.035000091886224854,0.0,0.0,0.0,0.1539408866995074,4
